NEW_IMLOCI,NEW_NAME,Area_km,NPS Watershed Ownership Percent,Prot_area_pct (PAD),Watershed_Percent_Impervious_NLCD2019,roads_km_km2,,AvgPredEC,F50Pct_PL,,1992 (lbs salt / km2),1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,,"NLCD06 Developed, open (21)","NLCD06 Developed, low (22)","NLCD06 Developed, medium (23)","NLCD06 Developed, high (24)",NLCD06 Deciduous forest (41),NLCD06 Evergreen forest (42),NLCD06 Mixed forest (43),NLCD06 Pasture (81),NLCD06 Crops (82),,"NLCD19 Developed, open (21)","NLCD19 Developed, low (22)","NLCD19 Developed, medium (23)","NLCD19 Developed, high (24)",NLCD19 Deciduous forest (41),NLCD19 Evergreen forest (42),NLCD19 Mixed forest (43),NLCD19 Pasture (81),NLCD19 Crops (82),,"Change Developed, open (21)","Change Developed, low (22)","Change Developed, medium (23)","Change Developed, high (24)",Change Deciduous forest (41),Change Evergreen forest (42),Change Mixed forest (43),Change Pasture (81),Change Crops (82)
NCRN_MONO_HARU,Harding's Run,4.362,42.714,39.088,3.141824938,3.842,,172.2812155,284.6765948,,25196.5769,21012.4978,38643.521,30183.26074,31275.3335,32387.73682,9196.67688,21827.63599,20747.18774,8360.614258,3141.276215,5964.848694,4679.500488,7093.01709,8256.300293,5972.749512,5042.088989,6244.900513,21298.27026,12562.698,8942.114624,13899.15601,35282.47314,83066.89746,70587.22559,64222.03809,77359.68945,65048.22852,,0.035,0.054,0.011,0,0.186,0,0.025,0.231,0.43,,0.033,0.055,0.014,0,0.186,0,0.025,0.225,0.434,,-0.002,0.001,0.003,0,0,0,0,-0.006,0.004
NCRN_MONO_SGAM,South Fork Gambrill Mill,0.841,45.368,41.855,4.51657754,4.598,,196.2375691,310.0349223,,18611.31971,15520.772,28543.83637,22294.70783,23101.36265,23230.83883,6596.524975,15656.36683,14881.39086,5996.840205,2253.151541,4278.422922,3356.47788,5087.627441,5922.018429,4740.404616,4001.765406,4956.4033,16903.84331,9970.663211,7097.107132,11031.37252,28002.71482,65927.88111,58142.46649,52899.48164,63720.92268,53580.01278,,0.154,0.089,0.002,0,0.078,0.004,0.061,0.447,0.154,,0.153,0.09,0.005,0,0.078,0.006,0.059,0.422,0.179,,-0.001,0.001,0.003,0,0,0.002,-0.002,-0.025,0.025
NCRN_NACE_ACCK,Accokeek Creek tributary,0.562,99.991,99.466,0.233494364,3.902,,68.8480663,155.3766534,,19749.68151,16470.10047,30289.72118,23658.36396,24514.35816,24298.69635,6899.748888,16376.04609,15565.44682,6272.498435,2356.722749,4475.090369,3510.765853,5321.491547,6194.237357,4459.220084,3764.394382,4662.406381,15901.16527,9379.23792,6676.131091,10377.02942,26341.68977,62017.26583,54187.61438,49301.2579,59386.62519,49935.49778,,0.122,0.002,0,0,0.329,0,0.504,0.016,0,,0.122,0.002,0,0,0.337,0,0.506,0.006,0,,0,0,0,0,0.008,0,0.002,-0.01,0
NCRN_NACE_FTDU,Fort Dupont Stream,1.282,87.802,86.271,7.023826209,3.966,,65.03867403,149.6094154,,50354.45211,127865.0164,98164.34427,24706.29745,71913.11744,63913.18291,9046.574399,134368.0651,140758.9106,17638.7151,17025.55509,56463.88322,46174.12672,85419.4458,27381.3874,62631.51797,49834.79893,61562.55524,123430.627,9434.76027,3942.132549,10315.19077,68578.0715,253764.9084,205264.594,210814.0422,218782.646,180630.1998,,0.195,0.099,0.026,0.002,0.636,0,0.041,0.001,0,,0.182,0.098,0.037,0.004,0.636,0,0.041,0.001,0,,-0.013,-0.001,0.011,0.002,0,0,0,0,0
NCRN_NACE_HECR,Henson Creek,9.635,8.153,25.314,39.69991586,10.925,,83.77513812,176.979297,,58887.11257,49108.47017,90314.07244,70541.53018,73093.82457,73450.05149,20856.54785,49501.48065,47051.20419,18960.49538,7123.896706,13527.29377,10612.33612,16085.79386,18723.92836,13726.46431,11587.63716,14351.91673,48947.29759,28871.36435,20550.60476,31942.78764,81085.53835,190902.831,169035.517,153792.7749,185253.5632,155771.2557,,0.218,0.311,0.246,0.098,0.102,0.001,0.02,0.001,0,,0.209,0.31,0.264,0.114,0.076,0,0.019,0.001,0,,-0.009,-0.001,0.018,0.016,-0.026,-0.001,-0.001,0,0
NCRN_NACE_OXRU,Oxon Run,33.922,6.785,11.927,38.95706515,12.112,,90.8281768,186.7100944,,60610.12422,80972.83036,100451.1564,60074.49576,78632.63064,75858.52171,18320.37206,83422.57628,83907.20608,19985.55823,11187.73429,29782.32176,24028.83052,41880.97951,23260.81648,31958.59432,25904.23158,32026.99771,78616.14939,23952.31159,16068.01475,26456.82129,82157.5192,226083.6248,194550.3451,185739.0612,210974.8319,176188.9739,,0.164,0.352,0.282,0.073,0.111,0,0.009,0.001,0.001,,0.158,0.349,0.289,0.077,0.108,0,0.009,0.001,0.001,,-0.006,-0.003,0.007,0.004,-0.003,0,0,0,0
NCRN_NACE_STCK,Still Creek,9.643,54.838,53.904,23.25900355,9.253,,56.41546961,136.099271,,50362.38584,41999.3375,77239.85605,60329.66445,62512.47891,62658.30586,17792.17212,42228.41074,40138.14443,16174.6999,6077.208704,11539.77847,9053.104785,13722.36738,15972.89048,11849.93486,10003.50449,12389.88257,42255.76836,24924.39307,17741.15508,27575.92539,70000.42539,164804.7219,147445.8449,134149.9477,161592.4766,135875.7344,,0.121,0.245,0.159,0.038,0.269,0.01,0.132,0.005,0,,0.12,0.244,0.161,0.039,0.268,0.01,0.131,0.005,0,,-0.001,-0.001,0.002,0.001,-0.001,0,-0.001,0,0
NCRN_PRWI_BONE,Boneyard Run,0.47,95.563,74.468,0.275862069,1.747,,49.41270718,124.5914493,,1211.214957,3897.173125,5217.346803,4013.733567,9674.516395,4649.996307,3147.802121,6426.863607,3609.641718,1944.588106,1602.170433,3301.521955,2039.386698,3156.066668,1668.748417,2279.743162,2119.959564,2833.655819,6399.789553,3277.368395,1427.392522,4089.667456,7876.483903,12848.88097,11371.80947,9846.322781,12600.47105,10585.95338,,0.084,0.002,0,0,0.805,0,0.109,0,0,,0.084,0.002,0,0,0.805,0,0.109,0,0,,0,0,0,0,0,0,0,0,0
NCRN_PRWI_CARU,Carters Run,0.362,93.113,99.724,1.5525,4.923,,49.41270718,124.5914493,,1030.042377,3314.236995,4436.940177,3413.362349,8227.409847,3954.453517,2676.956345,5465.538453,3069.714376,1653.718161,1362.519087,2807.682923,1734.336873,2683.984688,1419.138354,1938.741025,1802.857748,2409.799866,5442.514045,2787.142303,1213.8843,3477.938246,6698.325903,10926.95584,9696.934764,8396.126584,10744.6354,9026.821995,,0.132,0.005,0.01,0.005,0.642,0,0.188,0,0,,0.132,0.005,0.01,0.005,0.642,0,0.188,0,0,,0,0,0,0,0,0,0,0,0
NCRN_PRWI_MARU,Mawavi Run,0.268,100.018,100,0.224080268,2.146,,47.7441989,121.7681418,,1255.23938,4038.824951,5406.983398,4159.62207,10026.15918,4819.01123,3262.216309,6660.462891,3740.842529,2015.268677,1660.405029,3421.523438,2113.512939,3270.78125,1729.402954,2362.605713,2197.014404,2936.651611,6632.404785,3396.491943,1479.274414,4238.315918,8162.772949,13315.90332,11231.48145,9724.820313,12444.98145,10455.32324,,0.087,0,0,0,0.04,0.047,0.719,0,0,,0.087,0,0,0,0.04,0.047,0.719,0,0,,0,0,0,0,0,0,0,0,0
NCRN_PRWI_MBBR,Mary Bird Branch,2.061,99.998,100,0.161135371,1.856,,53.48839779,131.3530362,,1046.032806,3365.687378,4505.819458,3466.351563,8355.132568,4015.842651,2718.51355,5550.385742,3117.368774,1679.390564,1383.670898,2851.269531,1761.260803,2725.651001,1441.169128,1968.838135,1830.845398,2447.209717,5527.003906,2830.410034,1232.728699,3531.929932,6802.311035,11096.58643,10209.81689,8840.207275,11312.93115,9504.26123,,0.07,0.001,0,0,0.628,0.031,0.27,0,0,,0.07,0.001,0,0,0.628,0.031,0.27,0,0,,0,0,0,0,0,0,0,0,0
NCRN_PRWI_MBCH,Middle Branch Chopawamsic Creek,11.735,0.765,99.983,0.03190184,0.755,,41.83867403,111.4883995,,482.7843675,1553.394137,2079.608962,1599.854492,3856.214994,1853.46582,1254.698543,2561.716496,1438.785588,775.1033372,638.6173565,1315.970553,812.8896109,1257.992751,665.1549823,908.6945425,845.0055965,1129.481427,2550.924842,1306.34313,568.9517165,1630.121507,3139.528283,5121.501578,4977.320594,4309.631423,5515.092642,4633.359699,,0.005,0,0,0,0.215,0.127,0.487,0.001,0,,0.005,0,0,0,0.218,0.127,0.487,0.001,0,,0,0,0,0,0.003,0,0,0,0
NCRN_PRWI_NFQC,North Fork Quantico Creek,17.822,97.001,89.962,1.225560493,1.433,,49.38563536,124.5459061,,503.9476841,1621.488665,2170.770621,1669.985666,4025.255874,2462.944224,1667.283283,3404.090159,1911.903953,1029.981912,848.6149962,1748.703423,1080.193522,1671.660723,883.8790461,1487.566616,1383.305457,1849.002923,4175.958455,2138.532091,931.3950365,2668.569282,5139.524048,8384.087674,7391.045071,6399.563609,8189.606788,6880.28224,,0.031,0.014,0.007,0,0.681,0.022,0.199,0.002,0,,0.03,0.014,0.009,0.001,0.681,0.022,0.199,0.002,0,,-0.001,0,0.002,0.001,0,0,0,0,0
NCRN_PRWI_NOBR,North Branch Chopawamsic Creek,15.056,1.197,100,0.351705566,1.641,,50.71657459,126.7748648,,747.1662903,2404.062413,3218.44247,2475.965402,5967.951835,2868.459037,1941.795393,3964.561244,2226.691982,1199.564689,988.336356,2036.621094,1258.043431,1946.893572,1029.40652,1406.312953,1307.746713,1748.006941,3947.859933,2021.721453,880.5204991,2522.807094,4858.793597,7926.133161,6908.256965,5981.539743,7654.656154,6430.857463,,0.034,0.006,0,0,0.447,0.071,0.282,0.015,0,,0.034,0.006,0,0,0.456,0.069,0.285,0.015,0,,0,0,0,0,0.009,-0.002,0.003,0,0
NCRN_PRWI_NOCH,North Branch Chopawamsic Below Confluence with Middle Branch,32.539,18.4,99.914,0.204358769,1.142,,0,0,,575.3180408,1851.128036,2478.200691,1906.493317,4595.322891,2208.713448,1495.182442,3052.712158,1714.552826,923.6648102,761.0190048,1568.198242,968.6934471,1499.10804,792.6430206,1082.860985,1006.964985,1345.965355,3039.852127,1556.72554,678.0007896,1942.561462,3741.271133,6103.12262,5599.275729,4848.153542,6204.246639,5212.334226,,0.021,0.003,0,0,0.337,0.096,0.404,0.008,0,,0.021,0.003,0,0,0.342,0.095,0.405,0.008,0,,0,0,0,0,0.005,-0.001,0.001,0,0
NCRN_PRWI_ORRU,Orenda Run,0.51,94.656,46.078,3.365079365,3.373,,48.78066298,123.525892,,1453.850225,4677.869823,6262.505861,4817.779986,11612.55295,5667.764779,3836.777645,7833.544218,4399.70252,2370.210082,1952.845772,4024.143004,2485.757766,3846.851096,2033.995945,2778.722321,2583.966105,3453.872682,7800.544174,3994.702984,1739.813285,4984.793955,9600.450804,15661.18208,13369.93191,11576.40471,14814.47968,12445.99442,,0.176,0.046,0.019,0.002,0.688,0,0.051,0.002,0,,0.176,0.046,0.019,0.002,0.688,0,0.051,0.002,0,,0,0,0,0,0,0,0,0,0
NCRN_PRWI_QUCR,Quantico Creek,61.143,69.811,93.265,0.804412457,1.5,,49.63425414,124.9638366,,593.300157,1908.986795,2555.659211,1966.082555,4738.954098,2426.31356,1642.486244,3353.462132,1883.468771,1014.663296,835.9938028,1722.695473,1064.128117,1646.798579,870.7333748,1279.74481,1190.049544,1590.686338,3592.552494,1839.766571,801.2736673,2295.754456,4421.502308,7212.781342,6296.181043,5451.571561,6976.448761,5861.079497,,0.048,0.008,0.004,0.001,0.567,0.039,0.258,0.005,0,,0.048,0.008,0.005,0.001,0.571,0.043,0.261,0.005,0,,0,0,0.001,0,0.004,0.004,0.003,0,0
NCRN_PRWI_SFQC,South Fork Quantico Creek,43.284,58.585,94.675,0.632047231,1.52,,49.38563536,124.5459061,,628.2641681,2021.486063,2706.26779,2081.946554,5018.227316,2411.979821,1632.783055,3333.651166,1872.341961,1008.669054,831.0550749,1712.518449,1057.841654,1637.069914,865.5894165,1198.423234,1114.427665,1489.605936,3364.263205,1722.858324,750.3566098,2149.870393,4140.537279,6754.444081,5867.755988,5080.618151,6501.73475,5462.261032,,0.055,0.005,0.003,0.001,0.521,0.046,0.282,0.007,0,,0.055,0.005,0.003,0.001,0.526,0.051,0.287,0.006,0,,0,0,0,0,0.005,0.005,0.005,-0.001,0
NCRN_PRWI_SFQR,South Fork Quantico Creek at Orenda Road,41.897,57.216,94.498,0.647873711,1.519,,48.78066298,123.525892,,637.8028523,2052.177479,2747.355974,2113.555919,5094.417059,2448.599948,1657.572948,3384.26466,1900.768982,1023.983274,843.6726518,1738.518932,1073.902441,1661.924893,878.7313149,1217.099959,1131.795369,1512.820573,3416.693282,1749.708063,762.0504788,2183.374867,4205.06513,6859.708141,5958.814564,5159.46156,6602.631712,5547.026953,,0.055,0.005,0.003,0.001,0.513,0.047,0.286,0.007,0,,0.055,0.006,0.003,0.001,0.519,0.053,0.291,0.007,0,,0,0.001,0,0,0.006,0.006,0.005,0,0
NCRN_PRWI_SORU,Sow Run,3.439,100.013,100,0.074732166,0.95,,49.06353591,124.0033709,,418.4131165,1346.274902,1802.327759,1386.540527,3342.052979,1606.337036,1087.405396,2220.154297,1246.94751,671.7562256,553.4683838,1140.507813,704.5043335,1090.260376,576.4676514,787.5352783,732.3381958,978.8839111,2210.801514,1132.164063,493.0914917,1412.771973,2720.924561,4438.634766,3772.297485,3266.257629,4179.873413,3511.610413,,0.041,0,0,0,0.433,0.066,0.444,0,0,,0.041,0,0,0,0.433,0.066,0.444,0,0,,0,0,0,0,0,0,0,0,0
NCRN_PRWI_TARU,Taylor Run,1.216,100.01,100,0.103780578,2.532,,54.82099448,133.5247174,,723.1357056,2326.742211,3114.929967,2396.332584,5776.008791,2776.202802,1879.342782,3837.051879,2155.07647,1160.983942,956.5492218,1971.118697,1217.581887,1884.276992,996.2984501,1361.082735,1265.686623,1691.787061,3820.887669,1956.698314,852.2009569,2441.667843,4702.523825,7671.210778,6524.223943,5649.023313,7229.130225,6073.36331,,0.086,0,0,0,0.618,0.036,0.259,0,0,,0.086,0,0,0,0.618,0.036,0.259,0,0,,0,0,0,0,0,0,0,0,0
NCRN_ROCR_BAKE,Battery Kemble Run,0.687,37.919,37.991,12.70549738,9.176,,0,0,,55220.26952,149854.51,112940.5889,26863.85249,85345.14504,73441.40766,11103.00264,159000.527,165166.8433,20706.21137,20520.9306,67584.62422,54938.37835,101515.8896,32067.36304,74350.5666,59290.20326,73360.72062,146275.5532,11228.16942,4214.423261,12535.86918,80446.69957,295142.2032,246911.4198,253840.1567,263112.2315,217150.3422,,0.339,0.208,0.047,0,0.331,0,0.065,0.004,0,,0.356,0.232,0.055,0.001,0.292,0,0.054,0.004,0,,0.017,0.024,0.008,0.001,-0.039,0,-0.011,0,0
NCRN_ROCR_BRBR,Broad Branch,6.673,14.182,14.012,28.56442049,12.273,,96.85911602,194.8215325,,86503.45703,230807.0844,172104.7141,38690.20781,125409.6391,110734.0453,14675.5959,242814.4031,254821.7281,30685.33711,30685.33711,102729.1703,84051.13984,155828.1516,48656.26992,114096.0859,90721.86563,112068.1859,222802.2156,14675.5959,5336.580273,16009.74141,118738.9141,449606.9125,368802.0719,380698.9031,392595.7469,323858.4219,,0.233,0.451,0.121,0.039,0.145,0,0.007,0.003,0,,0.225,0.447,0.128,0.043,0.146,0,0.007,0.002,0,,-0.008,-0.004,0.007,0.004,0.001,0,0,-0.001,0
NCRN_ROCR_DUOA,Dumbarton Oaks,0.797,23.071,47.302,32.15323496,7.225,,84.09337017,177.4244005,,85595.82623,227023.3594,169283.3281,38055.94141,123353.7422,108918.7266,14435.01172,238833.8438,250644.3125,30182.29883,30182.29883,101045.0859,82673.25,153273.5938,47858.625,112225.6563,89234.61719,110231,219149.7188,14435.01172,5249.095215,15747.28613,116792.375,442236.2813,359320.76,370911.7409,382502.7526,315532.545,,0.168,0.225,0.198,0.109,0.28,0,0.01,0.007,0,,0.158,0.219,0.208,0.115,0.28,0,0.01,0.007,0,,-0.01,-0.006,0.01,0.006,0,0,0,0,0
NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,193.326,4.391,22.823,24.41076957,9.14,,84.09337017,177.4244005,,43746.00701,61520.55576,73269.78492,42103.65021,57106.54102,56032.72982,13261.65836,64334.51005,64945.9108,14796.18851,8585.723293,23327.58413,18847.23841,33059.021,17511.26833,25284.78488,20460.8582,25295.15509,61084.78558,17586.48619,11710.7996,19421.51226,61639.48293,171987.0283,148331.5245,142185.1479,160707.3507,134129.6157,,0.278,0.266,0.128,0.051,0.183,0,0.013,0.058,0.003,,0.272,0.268,0.137,0.054,0.18,0,0.013,0.052,0.003,,-0.006,0.002,0.009,0.003,-0.003,0,0,-0.006,0
NCRN_ROCR_FEBR,Fenwick Branch,4.037,3.594,4.632,43.95144766,14.996,,86.43535912,180.6820985,,51721.09424,43132.42188,79323.68164,61957.27539,64198.97949,63793.31152,18114.46313,42993.34473,40865.21484,16467.69165,6187.292725,11748.81238,9217.094482,13970.9375,16262.22705,11706.58887,9882.494385,12240.005,41744.60938,24622.88794,17526.54443,27242.3457,69153.64551,162811.1172,139965.1523,127343.8242,153394.0527,128982.0488,,0.169,0.45,0.205,0.15,0.023,0,0.003,0,0,,0.165,0.448,0.209,0.152,0.023,0,0.003,0,0,,-0.004,-0.002,0.004,0.002,0,0,0,0,0
NCRN_ROCR_KLVA,Klingle Valley,0.514,0.706,0.778,40.55536028,13.243,,84.09337017,177.4244005,,65508.60251,174267.3084,129944.9904,29212.44014,94688.59989,83608.01794,11080.58063,183333.2458,192399.1814,23168.48704,23168.48704,77564.06495,63461.50623,117655.6238,36737.15954,86146.47609,68498.13634,84615.34316,168223.3513,11080.58063,4029.301966,12087.90606,89651.97025,339468.7037,286502.052,295744.0447,304986.049,251587.805,,0.179,0.464,0.258,0.062,0.018,0,0.019,0,0,,0.165,0.462,0.272,0.063,0.018,0,0.019,0,0,,-0.014,-0.002,0.014,0.001,0,0,0,0,0
NCRN_ROCR_LUBR,Luzon Branch,2.658,11.192,13.168,47.12576479,14.813,,86.43535912,180.6820985,,102035.0443,271166.7917,202199.526,45455.70833,147339.1927,130097.3724,17241.81999,285273.7552,299380.7135,36051.07943,36051.07943,120692.7448,98748.60677,183076.7865,57164.46875,134047.3125,106585.7995,131664.8099,261762.1667,17241.81999,6269.752767,18809.25879,139502.0026,528226.6979,436911.75,451005.6667,465099.6042,383668,,0.122,0.386,0.384,0.083,0.021,0,0,0.003,0,,0.118,0.386,0.387,0.085,0.021,0,0,0.003,0,,-0.004,0,0.003,0.002,0,0,0,0,0
NCRN_ROCR_NOST,Normanstone Branch,1.017,9.69,21.829,32.53511111,11.999,,84.09337017,177.4244005,,82652.33965,219338.766,163553.1956,36767.77236,119178.298,105231.8984,13946.39591,230749.4715,242160.1645,29160.64746,29160.64746,97624.77545,79874.81357,148085.3805,46238.64127,108426.8904,86214.08401,106499.7525,211731.6415,13946.39591,5071.416729,15214.25058,112839.0276,427266.8703,354296.5424,365725.447,377154.3901,311120.5975,,0.223,0.433,0.202,0.016,0.099,0,0.011,0.011,0,,0.2,0.428,0.226,0.024,0.097,0,0.011,0.011,0,,-0.023,-0.005,0.024,0.008,-0.002,0,0,0,0
NCRN_ROCR_PHBR,Pinehurst Branch,2.678,22.259,22.031,15.53160726,10.764,,86.43535912,180.6820985,,51471.21094,73558.58594,87012.82031,49652.96549,67767.42969,64575.45182,15129.57194,75687.08529,76535.86068,17071.29134,10077.82259,27640.04427,22345.48649,39307.23665,20368.58301,29785.32096,24073.96126,29760.34017,71010.13997,19557.07227,12943.47738,21594.18066,69752.92578,196746.2578,172603.8229,166074.8646,186844.8021,155857.1042,,0.357,0.353,0.014,0,0.255,0,0.02,0,0,,0.353,0.354,0.022,0,0.249,0,0.02,0,0,,-0.004,0.001,0.008,0,-0.006,0,0,0,0
NCRN_ROCR_PYBR,Piney Branch,9.915,6.728,6.475,56.68596842,15.113,,84.09337017,177.4244005,,101917.2166,270020.2131,201344.5625,45263.50675,146716.1946,129547.2763,17168.91619,284067.5227,298114.8352,35898.64329,35898.64329,120182.4112,98331.06534,182302.6832,56922.75888,133480.5185,106135.1172,131108.0866,260655.3523,17168.91619,6243.242188,18729.7271,138912.1413,525993.1705,437149.4915,451251.0653,465352.6733,383876.7585,,0.082,0.196,0.581,0.118,0.021,0,0.001,0,0,,0.075,0.194,0.587,0.121,0.021,0,0.001,0,0,,-0.007,-0.002,0.006,0.003,0,0,0,0,0
NCRN_ROCR_R630,Reservation 630,0.929,21.722,21.098,32.16521739,9.181,,84.09337017,177.4244005,,78456.11914,208104.75,155176.3828,34884.61328,113074.2617,99842.16797,13232.09473,218931.0234,229757.2891,27667.10742,27667.10742,92624.66016,75783.81445,140500.793,43870.40625,102873.5195,81798.40234,101045.0859,200887.2422,13232.09473,4811.670776,14435.0127,107059.6758,405383.2656,334415.6875,345203.2813,355990.8906,293662.4922,,0.213,0.279,0.243,0.049,0.196,0,0.015,0.004,0,,0.194,0.281,0.258,0.051,0.195,0,0.015,0.004,0,,-0.019,0.002,0.015,0.002,-0.001,0,0,0,0
NCRN_ROCR_ROC3,Rock Creek Downstream of Dumbarton Oaks,196.257,4.595,22.916,24.56527302,9.162,,84.09337017,177.4244005,,44174.95069,63218.02041,74254.53921,42062.13525,57785.99949,56575.1503,13273.69275,66124.2468,66850.50979,14953.99477,8807.226632,24124.68671,19501.86417,34291.99097,17822.52327,26176.48613,21166.23009,26166.29196,62705.96438,17554.16338,11644.52571,19383.82789,62205.15361,174758.8155,150602.4384,144641.4324,163095.9952,136084.0504,,0.276,0.267,0.13,0.051,0.182,0,0.013,0.057,0.002,,0.271,0.269,0.139,0.054,0.179,0,0.013,0.051,0.003,,-0.005,0.002,0.009,0.003,-0.003,0,0,-0.006,0.001
NCRN_ROCR_ROCR,Rock Creek Upstream of Fenwick Branch,156.232,0.35,23.112,21.71674223,8.415,,86.43535912,180.6820985,,35663.36246,30248.25499,54828.01597,42520.70685,44329.87995,45851.17358,12966.4906,31434.92515,29955.15983,11842.74818,4510.37538,8705.652984,6840.671288,10459.03628,11753.22314,8944.280996,7532.847377,9328.901414,31310.48772,18097.9459,12865.88567,20022.53949,51074.24729,120785.6597,106817.8066,97328.71735,117029.6431,98385.03866,,0.301,0.26,0.094,0.046,0.186,0.001,0.014,0.071,0.003,,0.296,0.262,0.104,0.049,0.182,0,0.014,0.064,0.003,,-0.005,0.002,0.01,0.003,-0.004,-0.001,0,-0.007,0
NCRN_ROCR_SVPS,Soapstone Valley Stream,2.01,9.132,8.955,37.49350649,11.264,,96.85911602,194.8215325,,89258.70703,236482.6719,176336.7891,39641.60547,128493.4844,113457.0117,15036.47119,248785.2422,261087.8359,31439.89355,31439.89355,105255.2969,86117.96875,159659.9844,49852.73438,116901.7227,92952.73047,114823.9609,228280.9609,15036.47119,5467.807617,16403.42334,121658.7188,460662.8125,375717.5,387837.4063,399957.3281,329931.1094,,0.175,0.395,0.217,0.09,0.109,0,0.01,0.004,0,,0.17,0.389,0.225,0.094,0.109,0,0.01,0.003,0,,-0.005,-0.006,0.008,0.004,0,0,0,-0.001,0
NCRN_WOTR_CHCK,Courthouse Creek,4.071,0.736,6.706,43.03838518,9.985,,81.25690608,173.435917,,4945.894857,15913.77897,21304.59831,16389.74414,39505.07747,19487.36979,13191.92106,26933.92839,15127.41471,8149.449056,6714.432861,13836.13525,8546.734375,13226.55615,6993.449951,9975.44694,9276.283529,12399.19629,28003.48633,14340.74479,6245.825521,17895.11198,34465.04362,56222.70508,47350.92188,40998.9707,52466.92969,44078.70638,,0.155,0.242,0.263,0.176,0.104,0,0.024,0.002,0,,0.15,0.242,0.268,0.177,0.102,0,0.024,0.002,0,,-0.005,0,0.005,0.001,-0.002,0,0,0,0
NCRN_WOTR_WOTR,Wolf Trap Creek,14.337,3.46,7.979,30.07857053,9.531,,68.15911602,154.342027,,4302.838037,13844.69688,18534.61074,14258.77754,34368.69427,16673.6179,11287.15951,23044.97878,12943.19043,6972.762337,5744.946126,11838.35645,7312.68431,11316.79368,5983.676432,8295.371647,7713.962142,10310.91061,23287.11003,11925.46133,5193.89707,14881.19837,28660.4043,46753.61771,40014.10221,34646.35833,44337.40625,37248.90247,,0.256,0.294,0.171,0.073,0.141,0,0.036,0.005,0,,0.247,0.296,0.182,0.074,0.136,0,0.036,0.005,0,,-0.009,0.002,0.011,0.001,-0.005,0,0,0,0
